QuestionID,Topic,Difficulty,Question,Options,Answer,Explanation
1208,Algebra,Medium,Find the roots of x^2 + 1x + -6 = 0,"['(-3, 2)', '(2,-3)', '(-2,1)', '(-4,3)']","(-3, 2)",Roots are -3 and 2
1209,Geometry,Easy,Find circumference of circle radius 8 cm.,"[37.7, 25.14, 12.57, 50.27]",50.27,Circumference=2*pi*r=50.27
1210,Probability,Easy,Prob of heart in 52 cards?,"['12/52', '13/52', '14/52', '26/52']",13/52,13 hearts
1211,Algebra,Medium,Find the roots of x^2 + 1x + -30 = 0,"['(5, -6)', '(-6,5)', '(6,-7)', '(4,-5)']","(5, -6)",Roots are 5 and -6
1212,Geometry,Medium,Find circumference of circle radius 15 cm.,"[94.25, 23.56, 47.12, 70.69]",94.25,Circumference=2*pi*r=94.25
1213,Number Theory,Easy,"gcd(59,104)?","[0, -2, -1, 1]",1,gcd=1
1214,Probability,Easy,Urn has 5 red and 3 blue. Prob red?,"['5/10', '5/8', '4/8', '6/8']",05-Aug,"Favorable=5, Total=8"
1215,Number Theory,Expert,Is 29 prime?,"['Yes', 'No']",Yes,29 is Yes
1216,Percentages,Medium,What is 50% of 4400?,"[1650.0, 2200.0, 550.0, 1100.0]",2200,50% = 50/100. So 50/100 × 4400 = 2200.0
1217,Percentages,Medium,"If 10% of a number is 1030, what is the number?","[6180.0, 10300.0, 4120.0, 8240.0]",10300,x = 1030/(0.1) = 10300.0
1218,Geometry,Easy,Find circumference of circle radius 3 cm.,"[14.14, 9.43, 18.85, 4.71]",18.85,Circumference=2*pi*r=18.85
1219,Probability,Expert,A die rolled once. Prob>4?,"['1/6', '2/6', '3/6', '4/6']",02-Jun,"Numbers>4 are 5,6"
1220,Algebra,Expert,Find the roots of x^2 + 0x + -25 = 0,"['(-5,5)', '(6,-6)', '(5, -5)', '(4,-4)']","(5, -5)",Roots are 5 and -5
1221,Algebra,Hard,Find the roots of x^2 + -9x + 20 = 0,"['(6,3)', '(4,5)', '(5, 4)', '(4,5)']","(5, 4)",Roots are 5 and 4
1222,Number Theory,Medium,Is 39 prime?,"['Yes', 'No']",No,39 is No
1223,Geometry,Medium,Find area of triangle with base 13 cm and height 18 cm.,"[87.75, 117.0, 58.5, 29.25]",117,Area = 0.5*13*18 = 117.0
1224,Number Theory,Hard,Is 41 prime?,"['Yes', 'No']",Yes,41 is Yes
1225,Probability,Expert,Urn has 2 red and 7 blue. Prob red?,"['3/9', '2/11', '2/9', '1/9']",02-Sep,"Favorable=2, Total=9"
1226,Geometry,Hard,Find area of circle radius 21 cm.,"[692.72, 1039.08, 346.36, 1385.44]",1385.44,Area=pi*r^2=1385.44
1227,Number Theory,Expert,"lcm(17,26)?","[442, 439, 441, 440]",442,LCM=442
1228,Probability,Easy,A die rolled once. Prob>4?,"['1/6', '2/6', '3/6', '4/6']",02-Jun,"Numbers>4 are 5,6"
1229,Geometry,Hard,Hypotenuse of right triangle with legs 5 cm and 10 cm?,"[9.5, 6.15, 7.83, 11.18]",11.18,c=sqrt(5^2+10^2)=11.18
1230,Geometry,Easy,Find area of triangle with base 36 cm and height 28 cm.,"[126.0, 504.0, 252.0, 378.0]",504,Area = 0.5*36*28 = 504.0
1231,Algebra,Hard,Solve for x: 10x + 2 = 30,"[2.1, 1.4, 2.8, 0.7]",2.8,x = (30-2)/10 = 2.8
1232,Probability,Hard,Urn has 5 red and 8 blue. Prob red?,"['5/15', '4/13', '6/13', '5/13']",May-13,"Favorable=5, Total=13"
1233,Percentages,Hard,What is 12.5% of 4600?,"[143.75, 287.5, 575.0, 431.25]",575,12.5% = 12.5/100. So 12.5/100 × 4600 = 575.0
1234,Probability,Expert,A die rolled once. Prob>4?,"['1/6', '2/6', '3/6', '4/6']",02-Jun,"Numbers>4 are 5,6"
1235,Number Theory,Medium,Is 38 prime?,"['Yes', 'No']",No,38 is No
1236,Algebra,Expert,Find the roots of x^2 + 10x + 24 = 0,"['(-3,-7)', '(-6,-4)', '(-5,-5)', '(-4, -6)']","(-4, -6)",Roots are -4 and -6
1237,Percentages,Expert,"If 10% of a number is 1760, what is the number?","[17600.0, 10560.0, 14080.0, 7040.0]",17600,x = 1760/(0.1) = 17600.0
1238,Algebra,Expert,Find the roots of x^2 + 7x + 12 = 0,"['(-3,-4)', '(-5,-2)', '(-3,-4)', '(-4, -3)']","(-4, -3)",Roots are -4 and -3
1239,Probability,Easy,Urn has 8 red and 6 blue. Prob red?,"['9/14', '8/16', '8/14', '7/14']",Aug-14,"Favorable=8, Total=14"
1240,Probability,Easy,Urn has 2 red and 2 blue. Prob red?,"['2/4', '2/6', '1/4', '3/4']",02-Apr,"Favorable=2, Total=4"
1241,Geometry,Medium,Find area of triangle with base 9 cm and height 4 cm.,"[9.0, 13.5, 4.5, 18.0]",18,Area = 0.5*9*4 = 18.0
1242,Geometry,Medium,Hypotenuse of right triangle with legs 5 cm and 11 cm?,"[8.46, 12.08, 10.27, 6.64]",12.08,c=sqrt(5^2+11^2)=12.08
1243,Ratios,Medium,"Ratio 3:15, total=312. Find parts.","['54.0,258.0', '49.0,263.0', '57.0,255.0', '52.0,260.0']","52.0,260.0","Parts=52.0,260.0"
1244,Number Theory,Medium,Is 23 prime?,"['Yes', 'No']",Yes,23 is Yes
1245,Number Theory,Expert,"lcm(8,12)?","[23, 24, 21, 22]",24,LCM=24
1246,Geometry,Medium,Find area of triangle with base 29 cm and height 24 cm.,"[348.0, 174.0, 87.0, 261.0]",348,Area = 0.5*29*24 = 348.0
1247,Algebra,Expert,Solve for x: 3x + 9 = 42,"[5.5, 11.0, 2.75, 8.25]",11,x = (42-9)/3 = 11.0
1248,Algebra,Expert,Find the roots of x^2 + -9x + 18 = 0,"['(3,6)', '(7,2)', '(6, 3)', '(5,4)']","(6, 3)",Roots are 6 and 3
1249,Geometry,Easy,Hypotenuse of right triangle with legs 13 cm and 24 cm?,"[19.1, 15.01, 23.2, 27.29]",27.29,c=sqrt(13^2+24^2)=27.29
1250,Geometry,Medium,Hypotenuse of right triangle with legs 13 cm and 25 cm?,"[23.95, 19.73, 15.5, 28.18]",28.18,c=sqrt(13^2+25^2)=28.18
1251,Percentages,Expert,"In an election with 2 candidates, the winner got 70% of votes and won by 1200 votes. Find total votes cast.","[2998, 2999, 3000, 2997]",3000,100% = 1200/(0.4) = 3000
1252,Number Theory,Easy,"lcm(12,28)?","[82, 83, 81, 84]",84,LCM=84
1253,Percentages,Medium,A value changed by 20% then by -12.5%. What is the net change?,"['1.0% loss', '5.0% gain', '13.0% gain', '9.0% gain']",5.0% gain,Net change = 20 + -12.5 + (20*-12.5/100) = 5.0%
1254,Ratios,Hard,"Ratio 6:10, total=212. Find parts.","['81.5,130.5', '84.5,127.5', '76.5,135.5', '79.5,132.5']","79.5,132.5","Parts=79.5,132.5"
1255,Ratios,Hard,"Ratio 2:9, total=483. Find parts.","['89.82,393.18', '87.82,395.18', '92.82,390.18', '84.82,398.18']","87.82,395.18","Parts=87.82,395.18"
1256,Algebra,Easy,"Solve the system: 4x+4y=-4, 7x+6y=-9","['(-3,3)', '(-2,2)', '(-4,1)', '(-3,2)']","(-3,2)","Solved x=-3, y=2"
1257,Percentages,Medium,What is 12.5% of 4150?,"[518.75, 389.06, 129.69, 259.38]",518.75,12.5% = 12.5/100. So 12.5/100 × 4150 = 518.75
1258,Algebra,Medium,Solve for x: 10x + 3 = 28,"[1.88, 0.62, 1.25, 2.5]",2.5,x = (28-3)/10 = 2.5
1259,Ratios,Medium,"Ratio 9:15, total=140. Find parts.","['52.5,87.5', '49.5,90.5', '54.5,85.5', '57.5,82.5']","52.5,87.5","Parts=52.5,87.5"
1260,Number Theory,Expert,Is 22 prime?,"['Yes', 'No']",No,22 is No
1261,Geometry,Expert,Find area of triangle with base 27 cm and height 16 cm.,"[162.0, 108.0, 54.0, 216.0]",216,Area = 0.5*27*16 = 216.0
1262,Probability,Expert,Urn has 6 red and 7 blue. Prob red?,"['6/15', '6/13', '5/13', '7/13']",Jun-13,"Favorable=6, Total=13"
1263,Percentages,Expert,"In an election with 2 candidates, the winner got 55% of votes and won by 1500 votes. Find total votes cast.","[15000, 14997, 14999, 14998]",15000,100% = 1500/(0.1) = 15000
1264,Geometry,Expert,Find circumference of circle radius 11 cm.,"[17.28, 69.12, 34.56, 51.84]",69.12,Circumference=2*pi*r=69.12
1265,Percentages,Hard,"If 50% of a number is 1250, what is the number?","[2500.0, 2000.0, 1000.0, 1500.0]",2500,x = 1250/(0.5) = 2500.0
1266,Percentages,Easy,A cask of 60L full of wine has 10L drawn and replaced with water. This is done 3 times. How much wine remains (to 2 decimals)?,"[26.39, 31.94, 29.16, 34.72]",34.72,Wine remaining = 60 * (1 - 10/60)^3 = 34.72L
1267,Probability,Expert,Prob of heart in 52 cards?,"['12/52', '13/52', '14/52', '26/52']",13/52,13 hearts
1268,Ratios,Easy,"Ratio 15:3, total=113. Find parts.","['99.17,13.829999999999998', '94.17,18.83', '91.17,21.83', '96.17,16.83']","94.17,18.83","Parts=94.17,18.83"
1269,Algebra,Expert,Find the roots of x^2 + -11x + 30 = 0,"['(6, 5)', '(5,6)', '(5,6)', '(7,4)']","(6, 5)",Roots are 6 and 5
1270,Ratios,Hard,"Ratio 3:14, total=267. Find parts.","['44.12,222.88', '49.12,217.88', '47.12,219.88', '52.12,214.88']","47.12,219.88","Parts=47.12,219.88"
1271,Percentages,Hard,What is 12.5% of 4550?,"[142.19, 284.38, 568.75, 426.56]",568.75,12.5% = 12.5/100. So 12.5/100 × 4550 = 568.75
1272,Ratios,Medium,"Ratio 10:9, total=358. Find parts.","['190.42,167.58', '185.42,172.58', '188.42,169.58', '193.42,164.58']","188.42,169.58","Parts=188.42,169.58"
1273,Percentages,Expert,"In an election with 2 candidates, the winner got 70% of votes and won by 900 votes. Find total votes cast.","[2249, 2247, 2250, 2248]",2250,100% = 900/(0.4) = 2250
1274,Probability,Hard,Urn has 4 red and 6 blue. Prob red?,"['3/10', '4/10', '4/12', '5/10']",04-Oct,"Favorable=4, Total=10"
1275,Ratios,Expert,"Ratio 4:5, total=375. Find parts.","['168.67,206.33', '171.67,203.33', '166.67,208.33', '163.67,211.33']","166.67,208.33","Parts=166.67,208.33"
1276,Ratios,Medium,"Ratio 14:11, total=53. Find parts.","['26.68,26.32', '29.68,23.32', '31.68,21.32', '34.68,18.32']","29.68,23.32","Parts=29.68,23.32"
1277,Percentages,Easy,"In an election with 2 candidates, the winner got 70% of votes and won by 1800 votes. Find total votes cast.","[4497, 4498, 4500, 4499]",4500,100% = 1800/(0.4) = 4500
1278,Algebra,Medium,Find the roots of x^2 + -1x + -20 = 0,"['(-3,4)', '(-5,6)', '(-4, 5)', '(5,-4)']","(-4, 5)",Roots are -4 and 5
1279,Algebra,Easy,Find the roots of x^2 + 0x + -9 = 0,"['(2,-2)', '(4,-4)', '(3, -3)', '(-3,3)']","(3, -3)",Roots are 3 and -3
1280,Ratios,Medium,"Ratio 8:10, total=496. Find parts.","['217.44,278.56', '220.44,275.56', '225.44,270.56', '222.44,273.56']","220.44,275.56","Parts=220.44,275.56"
1281,Ratios,Medium,"Ratio 4:11, total=93. Find parts.","['21.8,71.2', '29.8,63.2', '24.8,68.2', '26.8,66.2']","24.8,68.2","Parts=24.8,68.2"
1282,Percentages,Hard,What is 15% of 3800?,"[427.5, 142.5, 285.0, 570.0]",570,15% = 15/100. So 15/100 × 3800 = 570.0
1283,Percentages,Easy,A value changed by 40% then by -30%. What is the net change?,"['2.0% loss', '2.0% gain', '2.0% gain', '10.0% gain']",2.0% loss,Net change = 40 + -30 + (40*-30/100) = -2.0%
1284,Probability,Expert,Prob of heart in 52 cards?,"['12/52', '13/52', '14/52', '26/52']",13/52,13 hearts
1285,Number Theory,Expert,"lcm(16,26)?","[208, 205, 206, 207]",208,LCM=208
1286,Geometry,Expert,Find area of circle radius 21 cm.,"[1385.44, 346.36, 692.72, 1039.08]",1385.44,Area=pi*r^2=1385.44
1287,Percentages,Expert,"In an election with 2 candidates, the winner got 60% of votes and won by 900 votes. Find total votes cast.","[4500, 4498, 4499, 4497]",4500,100% = 900/(0.2) = 4500
1288,Ratios,Medium,"Ratio 13:16, total=366. Find parts.","['164.07,201.93', '169.07,196.93', '161.07,204.93', '166.07,199.93']","164.07,201.93","Parts=164.07,201.93"
1289,Ratios,Medium,"Ratio 2:12, total=58. Find parts.","['10.29,47.71', '13.29,44.71', '8.29,49.71', '5.289999999999999,52.71']","8.29,49.71","Parts=8.29,49.71"
1290,Ratios,Expert,"Ratio 9:17, total=254. Find parts.","['89.92,164.08', '84.92,169.08', '92.92,161.08', '87.92,166.08']","87.92,166.08","Parts=87.92,166.08"
1291,Probability,Easy,Urn has 5 red and 4 blue. Prob red?,"['6/9', '4/9', '5/11', '5/9']",05-Sep,"Favorable=5, Total=9"
1292,Number Theory,Easy,"gcd(147,42)?","[18, 19, 21, 20]",21,gcd=21
1293,Algebra,Expert,Solve for x: 9x + 18 = 16,"[-0.22, -0.23, -0.25, -0.24]",-0.22,x = (16-18)/9 = -0.22
1294,Ratios,Easy,"Ratio 5:15, total=416. Find parts.","['101.0,315.0', '109.0,307.0', '106.0,310.0', '104.0,312.0']","104.0,312.0","Parts=104.0,312.0"
1295,Probability,Hard,Two dice sum=7?,"['5/36', '6/36', '7/36', '8/36']",Jun-36,Pairs sum to 7
1296,Ratios,Expert,"Ratio 5:6, total=323. Find parts.","['143.82,179.18', '151.82,171.18', '146.82,176.18', '148.82,174.18']","146.82,176.18","Parts=146.82,176.18"
1297,Algebra,Easy,"Solve the system: 6x+7y=28, 7x+7y=35","['(7,-1)', '(7,-2)', '(6,-3)', '(8,-2)']","(7,-2)","Solved x=7, y=-2"
1298,Geometry,Easy,Find area of triangle with base 9 cm and height 14 cm.,"[63.0, 15.75, 47.25, 31.5]",63,Area = 0.5*9*14 = 63.0
1299,Number Theory,Hard,"gcd(100,117)?","[0, 1, -1, -2]",1,gcd=1
1300,Number Theory,Medium,"lcm(18,15)?","[88, 87, 90, 89]",90,LCM=90
1301,Number Theory,Medium,"gcd(121,22)?","[10, 8, 9, 11]",11,gcd=11
1302,Geometry,Medium,Find circumference of circle radius 23 cm.,"[36.13, 144.51, 108.38, 72.25]",144.51,Circumference=2*pi*r=144.51
1303,Algebra,Easy,"Solve the system: 6x+5y=56, 2x+5y=32","['(7,4)', '(6,4)', '(6,5)', '(5,3)']","(6,4)","Solved x=6, y=4"
1304,Probability,Hard,Urn has 5 red and 2 blue. Prob red?,"['5/7', '6/7', '4/7', '5/9']",05-Jul,"Favorable=5, Total=7"
1305,Ratios,Medium,"Ratio 3:7, total=488. Find parts.","['146.4,341.6', '151.4,336.6', '143.4,344.6', '148.4,339.6']","146.4,341.6","Parts=146.4,341.6"
1306,Geometry,Medium,Find area of triangle with base 39 cm and height 16 cm.,"[78.0, 312.0, 156.0, 234.0]",312,Area = 0.5*39*16 = 312.0
1307,Geometry,Expert,Find circumference of circle radius 4 cm.,"[12.56, 6.28, 25.13, 18.85]",25.13,Circumference=2*pi*r=25.13
1308,Ratios,Expert,"Ratio 5:6, total=215. Find parts.","['99.73,115.27', '102.73,112.27', '94.73,120.27', '97.73,117.27']","97.73,117.27","Parts=97.73,117.27"
1309,Probability,Medium,Urn has 3 red and 5 blue. Prob red?,"['3/10', '2/8', '3/8', '4/8']",03-Aug,"Favorable=3, Total=8"
1310,Algebra,Medium,"Solve the system: 4x+1y=27, 6x+2y=44","['(5,7)', '(5,8)', '(4,6)', '(6,7)']","(5,7)","Solved x=5, y=7"
1311,Ratios,Medium,"Ratio 3:5, total=232. Find parts.","['92.0,140.0', '84.0,148.0', '87.0,145.0', '89.0,143.0']","87.0,145.0","Parts=87.0,145.0"
1312,Percentages,Hard,A cask of 80L full of wine has 6L drawn and replaced with water. This is done 4 times. How much wine remains (to 2 decimals)?,"[49.2, 53.88, 44.51, 58.57]",58.57,Wine remaining = 80 * (1 - 6/80)^4 = 58.57L
1313,Percentages,Medium,"In an election with 2 candidates, the winner got 65% of votes and won by 1500 votes. Find total votes cast.","[4997, 5000, 4999, 4998]",5000,100% = 1500/(0.3) = 5000
1314,Ratios,Easy,"Ratio 16:14, total=190. Find parts.","['98.33,91.67', '101.33,88.67', '106.33,83.67', '103.33,86.67']","101.33,88.67","Parts=101.33,88.67"
1315,Percentages,Easy,What is 40% of 850?,"[255.0, 340.0, 85.0, 170.0]",340,40% = 40/100. So 40/100 × 850 = 340.0
1316,Geometry,Easy,Hypotenuse of right triangle with legs 8 cm and 16 cm?,"[9.84, 12.52, 15.21, 17.89]",17.89,c=sqrt(8^2+16^2)=17.89
1317,Geometry,Medium,Find area of triangle with base 24 cm and height 6 cm.,"[54.0, 18.0, 72.0, 36.0]",72,Area = 0.5*24*6 = 72.0
1318,Probability,Expert,A die rolled once. Prob>4?,"['1/6', '2/6', '3/6', '4/6']",02-Jun,"Numbers>4 are 5,6"
1319,Algebra,Easy,Solve for x: 11x + 6 = 1,"[-0.46, -0.48, -0.47, -0.45]",-0.45,x = (1-6)/11 = -0.45
1320,Percentages,Medium,A cask of 50L full of wine has 6L drawn and replaced with water. This is done 2 times. How much wine remains (to 2 decimals)?,"[32.52, 38.72, 29.43, 35.62]",38.72,Wine remaining = 50 * (1 - 6/50)^2 = 38.72L
1321,Percentages,Hard,A value changed by 25% then by -20%. What is the net change?,"['8.0% gain', '0% no change', '0.0% no change', '4.0% gain']",0.0% no change,Net change = 25 + -20 + (25*-20/100) = 0.0%
1322,Ratios,Expert,"Ratio 6:20, total=301. Find parts.","['69.46,231.54', '74.46,226.54', '71.46,229.54', '66.46,234.54']","69.46,231.54","Parts=69.46,231.54"
1323,Number Theory,Medium,Is 16 prime?,"['Yes', 'No']",No,16 is No
1324,Ratios,Easy,"Ratio 9:3, total=146. Find parts.","['106.5,39.5', '109.5,36.5', '111.5,34.5', '114.5,31.5']","109.5,36.5","Parts=109.5,36.5"
1325,Algebra,Medium,"Solve the system: 6x+5y=-9, 3x+7y=9","['(-4,3)', '(-5,2)', '(-3,3)', '(-4,4)']","(-4,3)","Solved x=-4, y=3"
1326,Ratios,Medium,"Ratio 14:16, total=92. Find parts.","['42.93,49.07', '47.93,44.07', '44.93,47.07', '39.93,52.07']","42.93,49.07","Parts=42.93,49.07"
1327,Ratios,Medium,"Ratio 19:8, total=86. Find parts.","['65.52000000000001,20.48', '60.52,25.48', '62.52,23.48', '57.52,28.48']","60.52,25.48","Parts=60.52,25.48"
1328,Ratios,Hard,"Ratio 20:18, total=359. Find parts.","['185.95,173.05', '188.95,170.05', '190.95,168.05', '193.95,165.05']","188.95,170.05","Parts=188.95,170.05"
1329,Geometry,Expert,Find area of circle radius 2 cm.,"[9.43, 12.57, 6.29, 3.14]",12.57,Area=pi*r^2=12.57
1330,Number Theory,Easy,Is 45 prime?,"['Yes', 'No']",No,45 is No
1331,Probability,Easy,Prob of heart in 52 cards?,"['12/52', '13/52', '14/52', '26/52']",13/52,13 hearts
1332,Ratios,Easy,"Ratio 13:12, total=448. Find parts.","['237.96,210.04', '234.96,213.04', '232.96,215.04', '229.96,218.04']","232.96,215.04","Parts=232.96,215.04"
1333,Geometry,Easy,Find area of triangle with base 28 cm and height 11 cm.,"[77.0, 115.5, 38.5, 154.0]",154,Area = 0.5*28*11 = 154.0
1334,Algebra,Hard,"Solve the system: 8x+2y=22, 6x+5y=13","['(4,-1)', '(3,0)', '(2,-2)', '(3,-1)']","(3,-1)","Solved x=3, y=-1"
1335,Geometry,Expert,Find area of triangle with base 26 cm and height 29 cm.,"[282.75, 94.25, 188.5, 377.0]",377,Area = 0.5*26*29 = 377.0
1336,Geometry,Easy,Hypotenuse of right triangle with legs 19 cm and 8 cm?,"[17.53, 20.62, 11.34, 14.43]",20.62,c=sqrt(19^2+8^2)=20.62
1337,Number Theory,Hard,"gcd(183,114)?","[0, 3, 2, 1]",3,gcd=3
1338,Ratios,Expert,"Ratio 7:16, total=231. Find parts.","['70.3,160.7', '75.3,155.7', '67.3,163.7', '72.3,158.7']","70.3,160.7","Parts=70.3,160.7"
1339,Geometry,Expert,Hypotenuse of right triangle with legs 10 cm and 13 cm?,"[16.4, 13.94, 11.48, 9.02]",16.4,c=sqrt(10^2+13^2)=16.4
1340,Geometry,Easy,Hypotenuse of right triangle with legs 5 cm and 6 cm?,"[7.81, 6.64, 4.3, 5.47]",7.81,c=sqrt(5^2+6^2)=7.81
1341,Number Theory,Easy,"gcd(93,161)?","[0, -1, -2, 1]",1,gcd=1
1342,Ratios,Medium,"Ratio 17:17, total=313. Find parts.","['153.5,159.5', '158.5,154.5', '161.5,151.5', '156.5,156.5']","156.5,156.5","Parts=156.5,156.5"
1343,Number Theory,Medium,Is 10 prime?,"['Yes', 'No']",No,10 is No
1344,Ratios,Expert,"Ratio 19:13, total=175. Find parts.","['105.91,69.09', '108.91,66.09', '100.91,74.09', '103.91,71.09']","103.91,71.09","Parts=103.91,71.09"
1345,Algebra,Medium,Solve for x: 3x + 12 = 9,"[-1.0, -1.02, -1.03, -1.01]",-1,x = (9-12)/3 = -1.0
1346,Probability,Expert,Two dice sum=7?,"['5/36', '6/36', '7/36', '8/36']",Jun-36,Pairs sum to 7
1347,Percentages,Hard,"If 40% of a number is 350, what is the number?","[350.0, 875.0, 525.0, 700.0]",875,x = 350/(0.4) = 875.0
1348,Geometry,Hard,Find area of triangle with base 4 cm and height 27 cm.,"[40.5, 27.0, 13.5, 54.0]",54,Area = 0.5*4*27 = 54.0
1349,Ratios,Easy,"Ratio 16:17, total=79. Find parts.","['40.3,38.7', '43.3,35.7', '38.3,40.7', '35.3,43.7']","38.3,40.7","Parts=38.3,40.7"
1350,Geometry,Hard,Find area of circle radius 5 cm.,"[39.27, 19.64, 78.54, 58.91]",78.54,Area=pi*r^2=78.54
1351,Probability,Hard,A die rolled once. Prob>4?,"['1/6', '2/6', '3/6', '4/6']",02-Jun,"Numbers>4 are 5,6"
1352,Probability,Expert,A die rolled once. Prob>4?,"['1/6', '2/6', '3/6', '4/6']",02-Jun,"Numbers>4 are 5,6"
1353,Number Theory,Medium,"lcm(8,20)?","[39, 38, 40, 37]",40,LCM=40
1354,Algebra,Expert,Find the roots of x^2 + 3x + 2 = 0,"['(-2,-1)', '(-1, -2)', '(-2,-1)', '(0,-3)']","(-1, -2)",Roots are -1 and -2
1355,Number Theory,Hard,"gcd(132,188)?","[2, 3, 1, 4]",4,gcd=4
1356,Geometry,Expert,Find area of triangle with base 26 cm and height 26 cm.,"[338.0, 253.5, 84.5, 169.0]",338,Area = 0.5*26*26 = 338.0
1357,Geometry,Easy,Find area of triangle with base 29 cm and height 17 cm.,"[123.25, 246.5, 61.62, 184.88]",246.5,Area = 0.5*29*17 = 246.5
1358,Ratios,Medium,"Ratio 17:10, total=110. Find parts.","['69.26,40.74', '66.26,43.74', '74.26,35.74', '71.26,38.74']","69.26,40.74","Parts=69.26,40.74"
1359,Ratios,Medium,"Ratio 12:14, total=306. Find parts.","['146.23,159.77', '138.23,167.77', '141.23,164.77', '143.23,162.77']","141.23,164.77","Parts=141.23,164.77"
1360,Percentages,Easy,"If 20% of a number is 930, what is the number?","[2790.0, 4650.0, 3720.0, 1860.0]",4650,x = 930/(0.2) = 4650.0
1361,Percentages,Hard,"In an election with 2 candidates, the winner got 70% of votes and won by 900 votes. Find total votes cast.","[2247, 2249, 2248, 2250]",2250,100% = 900/(0.4) = 2250
1362,Geometry,Expert,Find area of triangle with base 31 cm and height 11 cm.,"[170.5, 42.62, 127.88, 85.25]",170.5,Area = 0.5*31*11 = 170.5
1363,Algebra,Hard,Solve for x: 6x + 8 = 43,"[4.37, 2.92, 1.46, 5.83]",5.83,x = (43-8)/6 = 5.83
1364,Ratios,Easy,"Ratio 18:7, total=146. Find parts.","['107.12,38.88', '102.12,43.88', '105.12,40.88', '110.12,35.88']","105.12,40.88","Parts=105.12,40.88"
1365,Algebra,Expert,Solve for x: 6x + 7 = 10,"[0.25, 0.38, 0.12, 0.5]",0.5,x = (10-7)/6 = 0.5
1366,Percentages,Easy,"In an election with 2 candidates, the winner got 65% of votes and won by 2400 votes. Find total votes cast.","[7998, 7997, 8000, 7999]",8000,100% = 2400/(0.3) = 8000
1367,Algebra,Hard,Find the roots of x^2 + 5x + -6 = 0,"['(-6,1)', '(1, -6)', '(2,-7)', '(0,-5)']","(1, -6)",Roots are 1 and -6
1368,Geometry,Easy,Find circumference of circle radius 13 cm.,"[20.42, 40.84, 81.68, 61.26]",81.68,Circumference=2*pi*r=81.68
1369,Algebra,Hard,Solve for x: 4x + 2 = 1,"[-0.25, -0.27, -0.26, -0.28]",-0.25,x = (1-2)/4 = -0.25
1370,Algebra,Hard,Find the roots of x^2 + -1x + -6 = 0,"['(-1,2)', '(-3,4)', '(3,-2)', '(-2, 3)']","(-2, 3)",Roots are -2 and 3
1371,Geometry,Expert,Find circumference of circle radius 12 cm.,"[37.7, 56.55, 75.4, 18.85]",75.4,Circumference=2*pi*r=75.4
1372,Ratios,Medium,"Ratio 12:13, total=429. Find parts.","['205.92,223.08', '210.92,218.08', '207.92,221.08', '202.92,226.08']","205.92,223.08","Parts=205.92,223.08"
1373,Algebra,Hard,Solve for x: 11x + 13 = 6,"[-0.66, -0.65, -0.64, -0.67]",-0.64,x = (6-13)/11 = -0.64
1374,Percentages,Medium,"If 50% of a number is 1190, what is the number?","[1904.0, 1428.0, 2380.0, 952.0]",2380,x = 1190/(0.5) = 2380.0
1375,Geometry,Expert,Find area of triangle with base 38 cm and height 27 cm.,"[513.0, 384.75, 128.25, 256.5]",513,Area = 0.5*38*27 = 513.0
